,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
2091,10.14219/JADA.ARCHIVE.2013.0229,7ab72527f6db445ba747dcb511b1fcbd1578b68f,10.1016/S1479-3709(07)11003-7,Qualitative Content Analysis,,2007,,False
2092,10.14219/JADA.ARCHIVE.2013.0229,f45ba2e63d43da0859de689162bab4d82e54a1f5,10.5555/AJHB.2007.31.SUPP.S96,"Communication techniques for patients with low health literacy: a survey of physicians, nurses, and pharmacists.",American journal of health behavior,2007,,False
2093,10.14219/JADA.ARCHIVE.2013.0229,b6fbb3a44a8e946b4a231118a737a396517c83de,10.1111/j.1365-2648.2007.04569.x,The qualitative content analysis process.,Journal of advanced nursing,2008,,False
2094,10.14219/JADA.ARCHIVE.2013.0229,0fc0b08029e9ae37b20d6dc2565f09ce0861c868,,First-year medical students can demonstrate EHR-specific communication skills: a control-group study.,Family medicine,2009,,False
2095,10.14219/JADA.ARCHIVE.2013.0229,181d5b32b8e2c52afb10b7395b56a67cee531f47,10.1177/193758670900300106,Consultation Room Design and the Clinical Encounter: The Space and Interaction Randomized Trial,HERD,2009,,False
2096,10.14219/JADA.ARCHIVE.2013.0229,5929e299abdfdf61bc0d196369fed131ab55991e,10.1002/J.0022-0337.2009.73.5.TB04734.X,Factors influencing implementation and outcomes of a dental electronic patient record system.,Journal of dental education,2009,,False
2097,10.14219/JADA.ARCHIVE.2013.0229,f72bdb2b5e80221cdb0eb2bc7908dd1e5ff8c5e5,10.1542/peds.2009-1162F,Pediatricians and Health Literacy: Descriptive Results From a National Survey,Pediatrics,2009,,False
2098,10.14219/JADA.ARCHIVE.2013.0229,11c19b48e2873fd4bb383ff8adbb1bd4930d6156,10.1002/14651858.CD008606,Patients record systems: effects on dental practice and patient oral health outcomes,,2010,,False
2099,10.14219/JADA.ARCHIVE.2013.0229,68c320b54a8699ca9974de5e845e79093a874b10,10.1377/hlthaff.2010.0007,The future of health information technology in the patient-centered medical home.,Health affairs,2010,,False
2100,10.14219/JADA.ARCHIVE.2013.0229,605f742219658a8d22b21d2041b4d749c0e0d0b0,10.14219/JADA.ARCHIVE.2011.0222,Dentist-patient communication techniques used in the United States: the results of a national survey.,Journal of the American Dental Association,2011,,False
2101,10.14219/JADA.ARCHIVE.2013.0229,0682dc0767dc4601383936fac779483b9ba38842,10.1057/hs.2012.11,Physician interactions with electronic health records in primary care,Health systems,2012,,False
2102,10.14219/JADA.ARCHIVE.2013.0229,a7df28604675a6f80a32408526689d259f834798,10.1377/hlthaff.2011.0423,The need to incorporate health information technology into physicians' education and professional development.,Health affairs,2012,,False
2103,10.14219/JADA.ARCHIVE.2013.0229,e180a0950c48b3634f14a7734e414f79c651eee9,10.1136/bmj.e256,Shared decision making: really putting patients at the centre of healthcare,BMJ : British Medical Journal,2012,,False
2104,10.14219/JADA.ARCHIVE.2013.0229,f18667e107ccafb6484660fa7d36ef1c008d7050,10.1016/j.pec.2011.10.006,A practitioner's guide to interpersonal communication theory: an overview and exploration of selected theories.,Patient education and counseling,2012,,False
2105,10.1197/jamia.M2488,e5f640e5049b7d08ed1e30b5aafbbbb34227ce62,10.1145/41526.41531,History of the development of medical information systems at the Laboratory of Computer Science at Massachusetts General Hospital,HMI '87,1987,background,False
2106,10.1197/jamia.M2488,e0f8d13643471063e12c6cdbd496a0c03d865fd3,10.1097/00001888-198910000-00003,Research training in medical informatics: the Stanford experience.,Academic medicine : journal of the Association of American Medical Colleges,1989,background,False
2107,10.1197/jamia.M2488,3fc87d9dae40a55f5a38639e26a03ab253eecfc0,10.1055/s-0038-1638778,A history of medical informatics,,1990,methodology background,True
2108,10.1197/jamia.M2488,7b437f1421d1e2b9661d93e053dce1bb2723e0bc,10.1001/JAMA.1990.03440080092030,Medical informatics. An emerging academic discipline and institutional priority.,JAMA,1990,background,False
2109,10.1197/jamia.M2488,aa5fa0a83c413ddbb9933028aea33e20cfc71e18,10.7326/0003-4819-115-2-162_3,Medical Informatics: Computer Applications in Health Care,,1990,,False
2110,10.1197/jamia.M2488,f6418e8be279fe4fbbcfd4849f1f022a34c5026d,10.1016/0140-6736(90)90941-W,MEDICAL INFORMATICS,The Lancet,1990,,False
2111,10.1197/jamia.M2488,ce8964cd993ac3f2eb560b1c68f48a6a172109ec,,Computer applications in health care.,Physician assistant,1993,,False
2112,10.1197/jamia.M2488,eefab595509b174d5b09d102ee29a9cbac2cedaf,,"A History of Medical Informatics in the United States, 1950 to 1990",,1995,,False
2113,10.1197/jamia.M2488,6ff01f377d57bfdc65f882beb1be55ea9c1e9774,10.1055/S-0038-1634664,"Medical informatics, art or science?",,1996,background,False
2114,10.1197/jamia.M2488,b031d8016b1f57544d1393a92bdb8f97495ed74e,,"Medical informatics, art or science?",Methods of information in medicine,1996,methodology background,True
2115,10.1197/jamia.M2488,cb997ae0bb0fa512ac306f277b2e810c05804142,10.1055/S-0038-1634671,The scope of medical informatics as art and science.,Methods of information in medicine,1996,background,False
2116,10.1197/jamia.M2488,2014e6d40e9ba40cc71e2037a74f41ed685af8d7,,Bioinformatics in support of molecular medicine,AMIA,1998,background,False
2117,10.1197/jamia.M2488,67c784ab600bfbb238d9efaa4062e9c39a2271c8,10.1016/S1386-5056(98)00129-4,"Towards personal health record: current situation, obstacles and trends in implementation of electronic healthcare record in Europe",Int. J. Medical Informatics,1998,background,False
2118,10.1197/jamia.M2488,e5c391a8a04851466394836d270b2d1225a6f449,10.1093/bioinformatics/14.7.549,A curriculum for bioinformatics: the time is ripe,Bioinform.,1998,methodology,False
2119,10.1197/jamia.M2488,00bd784b837dc94e58810a27533f63b67b13ca68,10.1002/1097-4644(20010201)80:2<212::AID-JCB90>3.0.CO;2-E,The making of a bioinformatician,Journal of cellular biochemistry,2001,background,False
2120,10.1197/jamia.M2488,322f3f782e8629f61e9458ab0ff35f8e9e647e7a,10.1136/jamia.2000.0070512,Bioinformatics and Clinical Informatics: The Imperative to Collaborate,J. Am. Medical Informatics Assoc.,2000,background,False
2121,10.1197/jamia.M2488,3f0ea55651125554e426236aa19185041f92a490,,Facilitating networks of information,AMIA,2000,methodology,False
2122,10.1197/jamia.M2488,7744a884907e4bee1dc36a4decbba26a4fe07534,10.1002/1097-4644(20010201)80:2<208::AID-JCB70>3.0.CO;2-D,The accidental bioinformaticist,Journal of cellular biochemistry,2001,background,False
2123,10.1197/jamia.M2488,8238def17ce546aca6efc6c9f02cbe1577a64dd0,10.1093/bioinformatics/16.2.77,Bioinformatics Education-A UK perspective,Bioinform.,2000,background,False
2124,10.1197/jamia.M2488,94c9196397f77ed7a909a9899771ea3ddbe42ad5,10.1126/SCIENCE.288.5467.807,Education for a Biocomplex Future,Science,2000,background,False
2125,10.1197/jamia.M2488,997afdc77c46c4c15c3d049c1bcfa5e70765869d,10.1002/1097-4644(20010201)80:2<210::AID-JCB80>3.0.CO;2-H,How I began my training in bioinformatics,Journal of cellular biochemistry,2001,background,False
2126,10.1197/jamia.M2488,a1f35672d73f519bccf80aef7c0f3b02346be4f4,10.1136/jamia.2000.0070439,Viewpoint: The Interactions Between Clinical Informatics and Bioinformatics: A Case Study,J. Am. Medical Informatics Assoc.,2000,,False
2127,10.1197/jamia.M2488,cff80c16874b24975e23075d24ad1f88ab0d1a5a,10.1136/jamia.2000.0070431,Viewpoint: Opportunities at the Intersection of Bioinformatics and Health Informatics: A Case Study,J. Am. Medical Informatics Assoc.,2000,,False
2128,10.1197/jamia.M2488,d4ac1aa90529a9247a5954cc477689646867c555,10.1038/35042090,The origins of bioinformatics,Nature Reviews Genetics,2000,background,False
2129,10.1197/jamia.M2488,286d0bbc86e601263bf560b1a24de90da9a239d5,10.1038/35101783,Training in a hybrid discipline,Nature,2001,background,False
2130,10.1197/jamia.M2488,40dd5bb49996ea3488e495aca5a0494e659bef6f,10.1038/35092672,Y-chromosome analysis urged for sex crimes,Nature,2001,,False
2131,10.1197/jamia.M2488,51e2c84c3d5c2132e58d1876665adfe8a7a78285,10.1097/00001888-200108000-00022,Bringing the Human Genome and the Revolution in Bioinformatics to the Medical School Classroom: A Case Report from Washington University School of Medicine,Academic medicine : journal of the Association of American Medical Colleges,2001,background,False
2132,10.1197/jamia.M2488,6adda34bbc31e298e1cb41e3983b9a64937cf060,10.1038/85758,University bioinformatics programs on the rise,Nature Biotechnology,2001,background,False
2133,10.1197/jamia.M2488,0ca296f73f3e47845ff92a342875ef9b7022748d,10.1055/S-0038-1634308,The micro-macro spectrum of medical informatics challenges: from molecular medicine to transforming health care in a globalizing society.,Methods of information in medicine,2002,background,False
2134,10.1197/jamia.M2488,0f5f9c8ca9f1d653e787594ab0a8e82acaa9cfc0,,Knowledge Empowering Individualised Healthcare and Well-Being,,2002,,False
2135,10.1197/jamia.M2488,4614f9cfea0ad834b2228029e954644dd1a1bd89,10.1038/417119a,Creating a bioinformatics nation,Nature,2002,background,False
2136,10.1197/jamia.M2488,53a9aeaee9b2da98a8799fc92c30de7dc3ece6ea,10.1055/S-0038-1634309,Integrating genomics into health information systems.,Methods of information in medicine,2002,background,False
2137,10.1197/jamia.M2488,41b2286038e6e86cfa624cc7bbd4fe18b037549d,10.1197/jamia.M1305,Viewpoint Paper: Bioinformatics and Medical Informatics: Collaborations on the Road to Genomic Medicine?,J. Am. Medical Informatics Assoc.,2003,background,False
2138,10.1197/jamia.M2488,cc9fa3ee6fdb8976ac3f0880bee1c8f339cd2a09,,A Framework for the Biomedical Informatics Curriculum,AMIA,2003,background,False
2139,10.1197/jamia.M2488,7792ebe6b4006a8de7f2a25174579171b97f784b,10.1016/J.JBI.2003.09.003,Synergy between medical informatics and bioinformatics: facilitating genomic medicine for future health care,J. Biomed. Informatics,2004,methodology,False
2140,10.1197/jamia.M2488,b7668dda645946dbca5ff9e2bc43c6b175b54b4b,10.1197/JAMIA.M1520,"White Paper: Training the Next Generation of Informaticians: The Impact of ""BISTI"" and Bioinformatics - A Report from the American College of Medical Informatics",J. Am. Medical Informatics Assoc.,2004,background,True
2141,10.1197/jamia.M2488,ee26744233eb74ba7f5996d9d80907dbad30dcec,10.3233/978-1-60750-949-3-94,Contextual Annotation of Web Pages for Interactive Browsing,MedInfo,2004,methodology,False
2142,10.1197/jamia.M2488,b9cf2a54f1c3c3fd237375ca0166ec6cb2bf4ba5,10.3233/978-1-58603-647-8-893,The INFOBIOMED Network of Excellence: Facilitating Training and Mobility in Biomedical Informatics in Europe,MIE,2006,,False
2143,10.1197/jamia.M2488,42c6d39dfe1af7c42046ecb066b693d9d4f08320,10.1016/J.JBI.2006.02.006,An information technology emphasis in biomedical informatics education,J. Biomed. Informatics,2007,background,False
2144,10.1197/jamia.M2488,4e201c7ed9ac37f1aa03e95d14ab30b734914991,10.1016/J.JBI.2006.02.005,Biomedical informatics training at Stanford in the 21st century,J. Biomed. Informatics,2007,methodology,False
2145,10.1197/jamia.M2488,600ebb6b03ccc0de087a35684cdda91d08b388d7,10.1016/J.JBI.2006.02.011,Bridging the gap between biological and clinical informatics in a graduate training program,J. Biomed. Informatics,2007,background,False
2146,10.1197/jamia.M2488,afed496317c13fdaa0a9b07c5749f3d15d04b1f8,10.1055/S-0038-1628138,The full spectrum of biomedical informatics education at Oregon Health & Science University.,Methods of information in medicine,2007,background,True
2147,10.1197/jamia.M2488,c7046811baec77623636514c98daf59a48f09d09,10.1016/J.JBI.2006.02.008,An interdepartmental Ph.D. program in computational biology and bioinformatics: The Yale perspective,J. Biomed. Informatics,2007,,False
2148,10.1197/jamia.M2335,75e1f88f41b502d421be2a66531184225380fcf7,,Clark's clinical dentistry,,1991,,False
2149,10.1197/jamia.M2335,3a83f12fd24a1110db73c2deca71298c392e7758,,Selection and use of dental records among general practitioners.,,1993,,False
2150,10.1197/jamia.M2335,643bc18af8a8fabfa5f16a9d957542e3ed93278f,,Selection and use of dental records among general practitioners.,General dentistry,1993,methodology background,False
2151,10.1197/jamia.M2335,b6b32505649f1d71bf7fe9bfd1ce94d89ffa6dee,10.14219/JADA.ARCHIVE.1993.0166,The patient's health history form: how healthy is it?,Journal of the American Dental Association,1993,background,False
2152,10.1197/jamia.M2335,504fb6678529b1d832499ef35c375a050c01140f,,A case for diagnoses.,The Journal of the American College of Dentists,1997,background,False
2153,10.1197/jamia.M2335,fbe506ff8d053b09f6d3caf5b55f915385fc90b1,,From paper to computer screen: Human information processing and interfaces to patient data.,,1997,background,True
2154,10.1197/jamia.M2335,ce5a49c26c74db48ff8b9a114b9f42b043ce40c4,,Evaluation of a computer-generated discharge summary for patients with acute coronary syndromes.,The British journal of general practice : the journal of the Royal College of General Practitioners,1998,background,False
2155,10.1197/jamia.M2335,3b552503157195ccdea4092341a54b6b45bdc075,,Dental Charting: A Standard Approach,,1999,,False
2156,10.1197/jamia.M2335,3edf72ad92cca21c9e91a118d2297fd4810d129f,10.1111/J.1752-7325.1999.TB03266.X,A system of diagnostic codes for dental health care.,Journal of public health dentistry,1999,,False
2157,10.1197/jamia.M2335,5b2b01782920ad02709b79177f5f5074c85d1052,10.1136/jamia.1999.0060245,"Research Paper: Use of Computer-based Records, Completeness of Documentation, and Appropriateness of Documented Clinical Decisions",J. Am. Medical Informatics Assoc.,1999,,False
2158,10.1197/jamia.M2335,6a6b72ab520d04d1ce16560c191e7256443012d1,,Automating clinical documentation in dentistry: case study of a clinical integration model.,Journal of healthcare information management : JHIM,1999,,False
2159,10.1197/jamia.M2335,13a6ad51ffac44c5a012e9185f17230f2e6fb49d,,Dental office management,,2000,,False
2160,10.1197/jamia.M2335,e9477039c14e4363889ef34c6035c95fc82ad5c5,,Adequacy of dental records in clinical practice: a survey of dentists.,Journal of dental hygiene : JDH,2000,methodology background,False
2161,10.1197/jamia.M2335,3751c487586a912ad27b428142f0eff427daa42a,10.1016/S1386-5056(01)00152-6,Concordance of information in parallel electronic and paper based patient records,Int. J. Medical Informatics,2001,,False
2162,10.1197/jamia.M2335,b808654d714ad923f3786c16879cab89584af465,10.1038/sj.bdj.4801201,Quality assurance: Quality evaluation of clinical records of a group of general dental practitioners entering a quality assurance programm,British Dental Journal,2001,background,False
2163,10.1197/jamia.M2335,cd5871efc4c386a24341ad421b06449f3157cd50,10.1016/b978-0-323-03697-9.x5001-7,Treatment Planning in Dentistry,,2001,,False
2164,10.1197/jamia.M2335,eafa632832ab3f7e777919f5267a39b37d6dc869,10.1007/s004230100240,The surgical discharge summary: a lack of substantial clinical information may affect the postop treatment of rectal cancer patients,Langenbeck's Archives of Surgery,2001,background,False
2165,10.1197/jamia.M2335,92fbe0f4de48d060be1d15242e53808591ede223,10.1016/s0011-8532(02)00016-2,Dental informatics.,Dental clinics of North America,2002,background,False
2166,10.1197/jamia.M2335,db7e48fe6b805a273cce406208db23c125b58c4e,10.1034/J.1600-0579.6.S3.18.X,4.2 Clinical records and global diagnostic codes.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,,False
2167,10.1197/jamia.M2335,df95cf217244d03f5eaf0b030abd409db3b4f2aa,10.1002/J.0022-0337.2002.66.5.TB03542.X,Electronic patient records for dental school clinics: more than paperless systems.,Journal of dental education,2002,,False
2168,10.1197/jamia.M2335,2497c3ee2fe2a0c94d2b88e10b44bf83dd2bc920,,Use and Adoption of Computer-b a s e d Patient Records,,2003,,False
2169,10.1197/jamia.M2335,58683738220f0d530fe6f7b45394b271e7cfea17,10.1197/jamia.M1290,Viewpoint Paper: Comparing Paper-based with Electronic Patient Records: Lessons Learned during a Study on Diagnosis and Procedure Codes,J. Am. Medical Informatics Assoc.,2003,,False
2170,10.1197/jamia.M2335,5f61a83d038ce515f9418a145519fc9941ec4822,10.1197/jamia.M1471,Viewpoint Paper: Some Unintended Consequences of Information Technology in Health Care: The Nature of Patient Care Information System-related Errors,J. Am. Medical Informatics Assoc.,2003,background,True
2171,10.1197/jamia.M2335,c564b060d0f0409ce02ed6c74f4d3f9d70e5dc50,,"Use of computerized clinical support systems in medical settings: United States, 2001-03.",Advance data,2005,,False
2172,10.1197/jamia.M2335,c1a2eee23eef31f5678a5622a18cfa46fcc488b2,10.1377/HLTHAFF.25.W496,How common are electronic health records in the United States? A summary of the evidence.,Health affairs,2006,background,False
2173,10.1197/jamia.M2335,d868ac9da4a91fc6ec9663fd34340ed46898c731,,Standards in Dentistry,,2006,background,False
2174,10.1197/jamia.M2335,e43fd626978e9df9280d589149efbe6865ead5fe,10.1197/jamia.M1990,Research Paper: Clinical Computing in General Dentistry,J. Am. Medical Informatics Assoc.,2006,methodology background,False
2175,10.1197/jamia.M2335,edced2e4854413cd5731f1a0e77b3a4ff1e989ca,10.1542/peds.2004-2741,Paper Versus Computer: Feasibility of an Electronic Medical Record in General Pediatrics,Pediatrics,2006,,False
2176,10.1197/jamia.M2335,7913b9d4b197c95151bc41ded9b9e4ac186072c7,10.14219/JADA.ARCHIVE.2007.0138,Heuristic evaluation of clinical functions in four practice management systems: a pilot study.,Journal of the American Dental Association,2007,,False
2177,10.1197/jamia.M2335,c95378ff23462fdb388a1f949ee67ab9c3361da6,10.1016/S0084-4071(08)70004-6,Types of Unintended Consequences Related to Computerized Provider Order Entry,,2007,,False
2178,10.1197/jamia.M2335,d98eb902dc00531ac8fe5c5bfa254d0498c919f3,,"Clinical companion study guide for Mosby's dental hygiene : concepts, cases and competencies",,2008,,False
2179,10.1197/jamia.M2827,3163b9313ee4c4f9edc8765dee4d9ff2e1241724,10.1136/bmj.311.7009.848,Has general practitioner computing made a difference to patient care? A systematic review of published reports,BMJ,1995,,False
2180,10.1197/jamia.M2827,1d0887f3124e49c45516319f9c1343130771845c,,New Zealand general practice computerisation; attitudes and reported behaviour.,The New Zealand medical journal,1996,,False
2181,10.1197/jamia.M2827,91ed42ac1af19581880e2e19190f778bcf8de4d8,10.1001/ARCHFAMI.5.5.271,The clinical value of computerized information services. A review of 98 randomized clinical trials.,Archives of family medicine,1996,,False
2182,10.1197/jamia.M2827,2b78a95be01f0d7f9faa592d81ce40e4330c1afc,10.1136/BMJ.323.7322.1192,Crossing the Quality Chasm: A New Health System for the 21st Century,BMJ : British Medical Journal,2001,,False
2183,10.1197/jamia.M2827,a192b3c87d0f960cdf4092f2cc340938165d1575,10.1136/bmj.322.7281.279,A descriptive feast but an evaluative famine: systematic review of published articles on primary care computing during 1980-97,BMJ : British Medical Journal,2001,,False
2184,10.1197/jamia.M2827,a63645c0d5ea04d7357e44dc4d2afcb19c2721a0,10.14219/JADA.ARCHIVE.2004.0413,Why integration is key for dental office technology.,Journal of the American Dental Association,2004,,False
2185,10.1197/jamia.M2827,b43ebea9daad2ca27e665db84e3ec6903b8b62fc,10.1093/INTQHC/MZH064,A systematic review of computer-based patient record systems and quality of care: more randomized clinical trials or a broader approach?,International journal for quality in health care : journal of the International Society for Quality in Health Care,2004,,False
2186,10.1197/jamia.M2827,986432a2b29bdd4eac116d5c66ce0400d3588e36,10.1016/J.IJMEDINF.2006.04.007,Evaluation of a computerized problem-oriented medical record in a hospital department: Does it support daily clinical practice?,Int. J. Medical Informatics,2007,,False
2187,10.4103/0973-029X.92979,9aa7d542d22535762d940893a9656983d93ddfcc,10.1002/1097-0142(19881015)62:1+<1796::AID-CNCR2820621319>3.0.CO;2-E,Early diagnosis of oral cancer,Cancer,1988,background,False
2188,10.4103/0973-029X.92979,770513f9d0c9c6e7085dbbb8187205ff88ab9e11,10.1148/RADIOLOGY.187.1.8451441,Artificial neural networks in mammography: application to decision making in the diagnosis of breast cancer.,Radiology,1993,,False
2189,10.4103/0973-029X.92979,a16f553138a5edb32db48acf18f337f6d1cc06c7,10.1016/0304-3835(94)90098-1,Computer-assisted cervical cancer screening using neural networks.,Cancer letters,1994,,False
2190,10.4103/0973-029X.92979,d6b4bcd315cf349c07ba2007021a49afae384efb,10.1038/SJ.DMFR.4600411,Decision-support systems in dentistry.,Journal of dental education,1996,background,False
2191,10.4103/0973-029X.92979,8c0a9702dbe3e0f1fc20af764adb6a5ba1065c4d,10.1080/00006205-199706000-00007,"Detecting, diagnosing, and preventing oral cancer.",The Nurse practitioner,1997,background,False
2192,10.4103/0973-029X.92979,0df2575e27af2410663ab5829d5ad0d7fe27d45f,10.14219/JADA.ARCHIVE.1999.0055,Improving detection of precancerous and cancerous oral lesions. Computer-assisted analysis of the oral brush biopsy. U.S. Collaborative OralCDx Study Group.,Journal of the American Dental Association,1999,,False
2193,10.4103/0973-029X.92979,abc692bc1cc14dd16005acedc8608f0baae4d6d7,10.14219/JADA.ARCHIVE.1999.0130,How the licensure process will evolve.,Journal of the American Dental Association,1999,,False
2194,10.4103/0973-029X.92979,c0afbfa8c9443e4a5b385801826c4e9dbf7b381b,,The future of dental informatics.,European journal of dental education : official journal of the Association for Dental Education in Europe,1999,background,False
2195,10.4103/0973-029X.92979,f8a7a7ad0117e396b7b48a2e1b25acf52ea73c98,10.14219/JADA.ARCHIVE.1999.0066,Is the Internet useful for clinical practice?,Journal of the American Dental Association,1999,,False
2196,10.4103/0973-029X.92979,14d46d1d2f7cd38f68f9fc68726b45db57e327b9,10.5860/choice.39-0923,Bioinformatics: Sequence and Genome Analysis,,2001,,False
2197,10.4103/0973-029X.92979,a71bcc7c4c5e954cf72360cf13544f01ccfec5be,10.1142/4950,"Genetically Yours: Bioinforming, Biopharming, and Biofarming",,2002,background,False
2198,10.4103/0973-029X.92979,ca34071945a3983f2cdbbeab0b9ea19555c3c3be,10.1201/9781420010886,Introduction to bioinformatics,,2002,,False
2199,10.4103/0973-029X.92979,0f158a8655afb3202f0da378614ffe69ad85c508,10.1177/154405910308201105,Proteome Analysis of Oral Pathogens,Journal of dental research,2003,,False
2200,10.4103/0973-029X.92979,3d533511b98294cbf3a7ab7c1d478f6e3e8b6bf3,10.14219/JADA.ARCHIVE.2003.0195,Microarrays and clinical dentistry.,Journal of the American Dental Association,2003,,False
2201,10.4103/0973-029X.92979,2582858ec02219d47e1337b0f703397ba3a37b61,10.1016/J.BJOMS.2004.08.009,DNA microarray technology: insights for oral and maxillofacial surgeons.,The British journal of oral & maxillofacial surgery,2004,,False
2202,10.4103/0973-029X.92979,c428b76b5319ada2418d4a3123824a5b175c940d,10.1016/J.TRIPLEO.2003.11.016,Deciphering gene expression profiles generated from DNA microarrays and their applications in oral medicine.,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",2004,,False
2203,10.4103/0973-029X.92979,8d3736b6e123193194a59db0986b24529ce73712,10.14219/JADA.ARCHIVE.2008.0170,"Beyond the ""omics"": translating science into improved health.",Journal of the American Dental Association,2008,,False
2204,10.4103/0973-029X.92979,b11aa61e596d1d61a3760920e1e5deb08d0e0acd,10.4314/AJB.V7I5.58463,Recent developments in life sciences research: Role of bioinformatics,,2008,,False
2205,10.4103/0973-029X.92979,4a01c170cfdc610914a36c6d58e3587569f5afd3,10.1111/j.1600-0765.2008.01172.x,Initial comparison of proteomic profiles of whole unstimulated saliva obtained from generalized aggressive periodontitis patients and healthy control subjects.,Journal of periodontal research,2009,,False
2206,10.4103/0973-029X.92979,5af396a1d8dd33b562b79611782ea732e5200bea,10.1007/BF03178081,Application of artificial neural networks for quantitative analysis of image data in chest radiographs for detection of interstitial lung disease,Journal of Digital Imaging,1998,,False
2207,10.4103/0973-029X.92979,d99f9e5eaa1eadacbbf31d334b9cdd63d1d84472,10.6026/97320630004248,"LCK, survivin and PI-3K in the molecular biomarker profiling of oral lichen planus and oral squamous cell carcinoma",Bioinformation,2009,,False
2208,10.4103/0973-029X.92979,793795e7ccb4605512c644152632e0bededc1952,,Shafer's Textbook of Oral Pathology,,2012,background,False
2209,10.1055/s-0039-1681088,7cb677fb4e7a0ff1a3b4f34a750ab5e560a1ee39,10.1111/J.1600-051X.1995.TB00256.X,Smoking and periodontal disease severity.,Journal of clinical periodontology,1995,,False
2210,10.1055/s-0039-1681088,6febd56ae95feb7b54ac01e86acc3adde734c164,10.1177/10454411000110030501,Smoking and periodontal disease.,Critical reviews in oral biology and medicine : an official publication of the American Association of Oral Biologists,2000,,False
2211,10.1055/s-0039-1681088,fc212f8f304ac89fd6ae6df37702607e84199656,10.1197/jamia.M1733,"Technical Brief: Agreement, the F-Measure, and Reliability in Information Retrieval",J. Am. Medical Informatics Assoc.,2005,,False
2212,10.1055/s-0039-1681088,6dfaf955cd2052db77b6b044f6745a2fe981a3cf,10.4103/0970-9290.35831,Effects of smoking on the outcome of implant treatment: a literature review.,Indian journal of dental research : official publication of Indian Society for Dental Research,2007,,False
2213,10.1055/s-0039-1681088,d62e8517b3e486864b587c065893d54894273920,10.1007/s10552-007-9026-4,Smoking and drinking in relation to oral cancer and oral epithelial dysplasia,Cancer Causes & Control,2007,,False
2214,10.1055/s-0039-1681088,19370cc82541986d3f848111685db8db072fb032,10.1197/jamia.M2434,Case Report: Five-way Smoking Status Classification Using Text Hot-Spot Identification and Error-correcting Output Codes,J. Am. Medical Informatics Assoc.,2008,,False
2215,10.1055/s-0039-1681088,be696e04a07152f6d654e33d1cd4e6eeaf5a06b1,10.1197/JAMIA.M2408,Viewpoint Paper: Identifying Patient Smoking Status from Medical Discharge Records,J. Am. Medical Informatics Assoc.,2008,,False
2216,10.1055/s-0039-1681088,cf47ea909b031f23472c7cabb82504a71c403ec2,10.1016/j.amepre.2008.04.009,A clinical practice guideline for treating tobacco use and dependence: 2008 update. A U.S. Public Health Service report.,American journal of preventive medicine,2008,,False
2217,10.1055/s-0039-1681088,fd48efc38e6b1009bb1075720523c187e329fa8e,10.1197/jamia.M2442,Case Report: Identifying Smokers with a Medical Extraction System,J. Am. Medical Informatics Assoc.,2008,,False
2218,10.1055/s-0039-1681088,40f5fd1f681fcf9ccb2674ef3584b9e05376a684,,Mayo Clinic Smoking Status Classification System: Extensions and Improvements,AMIA,2009,,False
2219,10.1055/s-0039-1681088,6d8c9fcce8177d6f8d122d653c7d32d7624d6714,10.1145/1656274.1656278,The WEKA data mining software: an update,SKDD,2009,,False
2220,10.1055/s-0039-1681088,3dd135635653dc457cf771d8a805c677f3434c6c,10.4103/0974-2948.71050,Dental records: An overview.,,2010,,False
2221,10.1055/s-0039-1681088,857b23c83eac1cf9b37e8312bdd8ec5e8b6d5160,10.1161/CIRCULATIONAHA.109.904235,Health Effects of Light and Intermittent Smoking: A Review,Circulation,2010,,False
2222,10.1055/s-0039-1681088,8fff1b107107f94d95aed08c6f69843e73c9cf61,,Naïve Electronic Health Record phenotype identification for Rheumatoid arthritis.,AMIA ... Annual Symposium proceedings. AMIA Symposium,2011,,False
2223,10.1055/s-0039-1681088,cd0dda42efb52043e566a9e43f4eac38c7ad53a0,,Detecting abbreviations in discharge summaries using machine learning methods.,AMIA ... Annual Symposium proceedings. AMIA Symposium,2011,,False
2224,10.1055/s-0039-1681088,fc184bef58acb21c7bd049216bc0546a4620b390,,Extraction and Quantification of Pack-years and Classification of Smoker Information in Semi-structured Medical Records,,2011,,False
2225,10.1055/s-0039-1681088,18a77f81a98a811159e09c127b82c68921ffa2d8,,A Prototype Tool Set to Support Machine-Assisted Annotation,BioNLP@HLT-NAACL,2012,,False
2226,10.1055/s-0039-1681088,bf3a7271860b1667e3ceb84e5bc400d2635ff8b7,10.11613/BM.2012.031,Interrater reliability: the kappa statistic,Biochemia medica,2012,,False
2227,10.1055/s-0039-1681088,33ac8738b1a0196367cb4ca059b2278a9befcbd5,,"Health behaviors of adults: United States, 2008-2010.","Vital and health statistics. Series 10, Data from the National Health Survey",2013,,False
2228,10.1055/s-0039-1681088,4fdf29d56a87362cb246f625694aa75af24f046d,10.1016/j.ajhg.2013.05.002,"Large sample size, wide variant spectrum, and advanced machine-learning technique boost risk prediction for inflammatory bowel disease.",American journal of human genetics,2013,,False
